drug_id,category_id
DB05259,C00066
DB05259,C00363
DB05259,C00067
DB05259,C00010
DB05259,C00012
DB05260,C00019
DB05260,C03016
DB05260,C03017
DB05260,C00156
DB05260,C01934
DB05260,C00067
DB05260,C01936
DB05260,C02539
DB05260,C00032
DB05262,C00007
DB05262,C01310
DB05262,C00700
DB05262,C01723
DB05263,C00348
DB05263,C00644
DB05263,C00609
DB05263,C00610
DB05263,C00646
DB05263,C00415
DB05263,C00649
DB05265,C00097
DB05265,C01042
DB05265,C00714
DB05265,C00019
DB05265,C00100
DB05265,C00715
DB05265,C00007
DB05265,C00247
DB05265,C03018
DB05265,C01389
DB05265,C00011
DB05265,C00617
DB05265,C00661
DB05266,C00288
DB05266,C00330
DB05266,C00829
DB05266,C01099
DB05266,C00006
DB05266,C00814
DB05266,C00007
DB05266,C00009
DB05266,C00566
DB05266,C01783
DB05266,C00430
DB05266,C00980
DB05266,C00964
DB05266,C00294
DB05266,C00986
DB05271,C00220
DB05271,C01291
DB05271,C00890
DB05271,C00691
DB05271,C00273
DB05271,C00317
DB05271,C00319
DB05271,C00168
DB05271,C00169
DB05271,C00775
DB05271,C00455
DB05271,C00457
DB05271,C00103
DB05271,C00461
DB05271,C00835
DB05271,C01186
DB05271,C00262
DB05271,C00754
DB05271,C00593
DB05271,C00283
DB05271,C01292
DB05271,C00696
DB05271,C01068
DB05271,C00781
DB05271,C01069
DB05271,C00584
DB05273,C00590
DB05273,C00801
DB05273,C00272
DB05273,C03019
DB05273,C00430
DB05273,C03020
DB05273,C00408
DB05273,C00809
DB05273,C00409
DB05273,C03021
DB05276,C00001
DB05276,C00413
DB05276,C00022
DB05276,C00026
DB05276,C03022
DB05276,C00539
DB05276,C03023
DB05276,C00028
DB05276,C00029
DB05276,C00201
DB05276,C00012
DB05276,C00202
DB05276,C00033
DB05276,C00541
DB05276,C03024
DB05288,C02068
DB05288,C02069
DB05288,C00542
DB05288,C00646
DB05288,C00131
DB05288,C00132
DB05288,C02070
DB05288,C00815
DB05288,C00816
DB05288,C01641
DB05288,C01226
DB05288,C00649
DB05289,C00348
DB05289,C00590
DB05289,C00801
DB05289,C00056
DB05289,C00057
DB05289,C00802
DB05289,C02057
DB05289,C00272
DB05289,C00805
DB05289,C00007
DB05289,C03006
DB05289,C00430
DB05289,C01906
DB05289,C00809
DB05294,C00019
DB05294,C00021
DB05294,C00447
DB05294,C00455
DB05294,C00457
DB05294,C00458
DB05294,C00461
DB05294,C00074
DB05294,C00566
DB05294,C00990
DB05294,C01447
DB05294,C00032
DB05294,C00597
DB05294,C00192
DB05294,C00090
DB05294,C01448
DB05294,C00092
DB05294,C01450
DB05295,C00152
DB05295,C00646
DB05295,C00648
DB05295,C00649
DB05295,C00651
DB05295,C00563
DB05295,C00652
DB05296,C00047
DB05296,C01108
DB05296,C00060
DB05296,C00566
DB05296,C00090
DB05296,C00659
DB05296,C01755
DB05296,C00674
DB05297,C02484
DB05297,C00657
DB05297,C00715
DB05297,C02487
DB05297,C00661
DB05298,C00584
DB05299,C00094
DB05299,C00001
DB05299,C00290
DB05299,C03025
DB05299,C00047
DB05299,C00066
DB05299,C03026
DB05299,C03027
DB05299,C00659
DB05299,C00012
DB05303,C01025
DB05303,C01524
DB05303,C01525
DB05303,C00588
DB05303,C01701
DB05303,C01905
DB05304,C00001
DB05304,C00016
DB05304,C00022
DB05304,C00026
DB05304,C00028
DB05304,C00029
DB05304,C00012
DB05304,C00033
DB05305,C00001
DB05305,C00047
DB05305,C00104
DB05305,C00050
DB05305,C00051
DB05305,C00010
DB05305,C00012
DB05305,C00053
DB05305,C00054
DB05306,C01165
DB05306,C00986
DB05311,C00001
DB05311,C00590
DB05311,C00801
DB05311,C00056
DB05311,C00057
DB05311,C00005
DB05311,C00272
DB05311,C03028
DB05311,C03029
DB05311,C03030
DB05311,C00430
DB05311,C03031
DB05311,C00809
DB05316,C00950
DB05316,C00691
DB05316,C00272
DB05316,C00273
DB05316,C00775
DB05316,C00455
DB05316,C00457
DB05316,C00900
DB05316,C00459
DB05316,C00461
DB05316,C00593
DB05316,C00463
DB05316,C00283
DB05316,C00872
DB05316,C00913
DB05316,C00781
DB05316,C00915
DB05317,C02266
DB05317,C03032
DB05319,C00001
DB05319,C00017
DB05319,C00018
DB05319,C00019
DB05319,C00021
DB05319,C00022
DB05319,C00028
DB05319,C00031
DB05319,C00012
DB05319,C00053
DB05319,C00033
DB05321,C00095
DB05321,C00100
DB05321,C00039
DB05321,C00040
DB05321,C03033
DB05321,C00106
DB05321,C00107
DB05321,C00112
DB05321,C00307
DB05321,C00114
DB05321,C00115
DB05322,C00058
DB05322,C00161
DB05322,C03034
DB05322,C03035
DB05325,C00058
DB05325,C00161
DB05325,C02938
DB05327,C02688
DB05327,C00007
DB05330,C00431
DB05330,C00039
DB05330,C00040
DB05330,C00041
DB05330,C00328
DB05330,C00043
DB05332,C00001
DB05332,C00047
DB05332,C00005
DB05332,C00139
DB05332,C00140
DB05332,C00104
DB05332,C00142
DB05332,C00143
DB05332,C00145
DB05332,C00182
DB05332,C03036
DB05332,C03037
DB05332,C00050
DB05332,C00068
DB05332,C00010
DB05332,C00012
DB05332,C03038
DB05332,C00053
DB05332,C03039
DB05332,C03040
DB05336,C00001
DB05336,C03041
DB05336,C03042
DB05336,C03043
DB05336,C00016
DB05336,C00413
DB05336,C00058
DB05336,C00022
DB05336,C00480
DB05336,C00161
DB05336,C00026
DB05336,C00482
DB05336,C00539
DB05336,C00028
DB05336,C00029
DB05336,C00012
DB05336,C00033
DB05336,C00541
DB05337,C00045
DB05337,C00046
DB05337,C00047
DB05337,C00039
DB05337,C00040
DB05337,C03044
DB05337,C03045
DB05337,C00054
DB05337,C02944
DB05343,C00348
DB05343,C00609
DB05343,C00415
DB05344,C00001
DB05344,C00047
DB05344,C00050
DB05344,C03046
DB05344,C00087
DB05344,C00010
DB05344,C00012
DB05351,C01040
DB05351,C01041
DB05351,C00203
DB05351,C01042
DB05351,C01043
DB05351,C00317
DB05351,C00319
DB05351,C00519
DB05351,C00455
DB05351,C00457
DB05351,C00103
DB05351,C00461
DB05351,C01044
DB05351,C01045
DB05351,C00007
DB05351,C01046
DB05351,C00247
DB05351,C00566
DB05351,C01047
DB05351,C01048
DB05351,C00560
DB05351,C01049
DB05351,C00584
DB05352,C00566
DB05361,C00002
DB05361,C00139
DB05361,C01659
DB05367,C00950
DB05367,C03047
DB05367,C03048
DB05367,C01890
DB05367,C00983
DB05367,C00584
DB05374,C00019
DB05374,C00020
DB05374,C00058
DB05374,C00161
DB05374,C02938
DB05377,C01249
DB05377,C01250
DB05377,C00802
DB05377,C01258
DB05377,C01259
DB05377,C00584
DB05381,C00094
DB05381,C00349
DB05381,C00021
DB05381,C00704
DB05381,C00621
DB05381,C00830
DB05381,C00047
DB05381,C00259
DB05381,C00103
DB05381,C00129
DB05381,C00989
DB05381,C03049
DB05381,C01308
DB05381,C01309
DB05381,C00588
DB05381,C01359
DB05381,C00283
DB05381,C00596
DB05381,C00597
DB05381,C00598
DB05381,C01113
DB05381,C00842
DB05382,C00097
DB05382,C00191
DB05382,C01505
DB05382,C00060
DB05382,C00565
DB05382,C01934
DB05382,C00556
DB05382,C00491
DB05382,C03050
DB05382,C02214
DB05382,C03051
DB05382,C00557
DB05382,C01254
DB05382,C01197
DB05382,C02616
DB05383,C00688
DB05383,C00007
DB05383,C02643
DB05383,C00597
DB05384,C00100
DB05384,C00112
DB05384,C02552
DB05384,C00115
DB05384,C03052
DB05384,C02895
DB05385,C01249
DB05385,C01250
DB05385,C00100
DB05385,C00112
DB05385,C00754
DB05385,C01258
DB05385,C01259
DB05385,C00584
DB05386,C00001
DB05386,C00047
DB05386,C00139
DB05386,C00421
DB05386,C00140
DB05386,C00104
DB05386,C00142
DB05386,C00143
DB05386,C00165
DB05386,C00145
DB05386,C00050
DB05386,C00010
DB05386,C00012
DB05387,C03053
DB05387,C00161
DB05389,C00663
DB05389,C00100
DB05389,C00666
DB05389,C01934
DB05389,C01715
DB05389,C03050
DB05389,C00668
DB05389,C01719
DB05389,C00617
DB05389,C02198
DB05393,C00001
DB05393,C01829
DB05393,C00976
DB05393,C00089
DB05393,C00010
DB05393,C01701
DB05394,C00001
DB05394,C03054
DB05394,C00129
DB05394,C00131
DB05394,C00132
DB05394,C00085
DB05394,C00087
DB05394,C00088
DB05394,C00133
DB05394,C00010
DB05394,C00091
DB05394,C00012
DB05394,C00137
DB05395,C00348
DB05395,C00826
DB05395,C01034
DB05395,C01580
DB05395,C01096
DB05395,C00827
DB05395,C00220
DB05395,C00691
DB05395,C00273
DB05395,C00609
DB05395,C00610
DB05395,C00415
DB05395,C00754
DB05395,C00283
DB05396,C00094
DB05396,C00001
DB05396,C00021
DB05396,C00047
DB05396,C00101
DB05396,C00102
DB05396,C00103
DB05396,C00104
DB05396,C00050
DB05396,C00110
DB05396,C00111
DB05396,C00010
DB05396,C00012
DB05398,C00349
DB05398,C00609
DB05398,C00415
DB05398,C00599
DB05398,C00601
DB05398,C00603
DB05399,C00802
DB05399,C00808
DB05400,C00094
DB05400,C00139
DB05400,C00342
DB05400,C00066
DB05403,C00566
DB05403,C01012
DB05404,C00485
DB05404,C00486
DB05404,C00349
DB05404,C00820
DB05404,C00821
DB05404,C01538
DB05404,C00247
DB05404,C00283
DB05404,C01344
DB05404,C00496
DB05404,C00497
DB05405,C00001
DB05405,C00016
DB05405,C00022
DB05405,C00026
DB05405,C00028
DB05405,C00029
DB05405,C00012
DB05405,C00033
DB05406,C00579
DB05406,C00632
DB05406,C02659
DB05407,C03047
DB05407,C01890
DB05407,C00584
DB05408,C00348
DB05408,C00609
DB05408,C00610
DB05408,C00415
DB05408,C01440
DB05409,C02541
DB05409,C00950
DB05409,C00349
DB05409,C01334
DB05409,C01260
DB05409,C00663
DB05409,C00666
DB05409,C00668
DB05409,C00976
DB05410,C02068
DB05410,C02069
DB05410,C00071
DB05410,C00646
DB05410,C00131
DB05410,C00132
DB05410,C02070
DB05410,C00816
DB05410,C01641
DB05410,C01226
DB05410,C00649
DB05412,C00566
DB05413,C00001
DB05413,C00290
DB05413,C00517
DB05413,C00047
DB05413,C00522
DB05413,C00524
DB05413,C00525
DB05413,C00529
DB05413,C00530
DB05413,C00068
DB05413,C00010
DB05413,C00012
DB05413,C00532
DB05413,C00533
DB05413,C00535
DB05413,C00536
DB05413,C00537
DB05414,C00566
DB05415,C01808
DB05415,C00964
DB05416,C00584
DB05417,C00566
DB05417,C03055
DB05419,C00566
DB05420,C02806
DB05420,C00724
DB05422,C00566
DB05422,C01078
DB05423,C02930
DB05423,C00646
DB05423,C00566
DB05423,C03056
DB05424,C00348
DB05424,C01116
DB05424,C00019
DB05424,C01142
DB05424,C00006
DB05424,C00272
DB05424,C00273
DB05424,C00100
DB05424,C01140
DB05424,C00430
DB05424,C00617
DB05424,C00809
DB05424,C01450
DB05426,C00001
DB05426,C03057
DB05426,C00019
DB05426,C00139
DB05426,C03058
DB05426,C03059
DB05426,C00118
DB05426,C00039
DB05426,C00040
DB05426,C00026
DB05426,C00142
DB05426,C00143
DB05426,C00043
DB05426,C03060
DB05426,C03061
DB05426,C03026
DB05426,C03062
DB05426,C00121
DB05426,C00012
DB05426,C00053
DB05426,C00124
DB05426,C00125
DB05426,C03063
DB05426,C03064
DB05428,C00019
DB05428,C00047
DB05428,C00100
DB05428,C01107
DB05428,C01108
DB05428,C00060
DB05428,C01109
DB05428,C00566
DB05428,C00090
DB05428,C00659
DB05428,C01755
DB05428,C00674
DB05433,C00248
DB05433,C03065
DB05433,C00131
DB05433,C00132
DB05433,C00255
DB05433,C00052
DB05434,C00001
DB05434,C00010
DB05437,C00001
DB05437,C00016
DB05437,C00022
DB05437,C00026
DB05437,C00028
DB05437,C00029
DB05437,C00012
DB05437,C00033
DB05440,C00058
DB05440,C00161
DB05440,C02938
DB05442,C00131
DB05442,C00132
DB05445,C00058
DB05445,C00161
DB05446,C00095
DB05446,C00001
DB05446,C00139
DB05446,C00100
DB05446,C00106
DB05446,C00142
DB05446,C00107
DB05446,C00112
DB05446,C00115
DB05446,C00012
DB05448,C00663
DB05448,C00666
DB05448,C00667
DB05448,C00668
DB05448,C00669
DB05448,C00584
DB05450,C00644
DB05450,C02563
DB05450,C00646
DB05450,C01772
DB05450,C03066
DB05450,C03067
DB05450,C00649
DB05456,C00680
DB05456,C00681
DB05456,C00415
DB05456,C00647
DB05456,C00682
DB05456,C00684
DB05457,C00348
DB05457,C00670
DB05457,C00566
DB05459,C00001
DB05459,C00016
DB05459,C00017
DB05459,C00021
DB05459,C00022
DB05459,C00026
DB05459,C00028
DB05459,C00029
DB05459,C00067
DB05459,C00188
DB05459,C00012
DB05459,C00033
DB05460,C00001
DB05460,C00089
DB05460,C00010
DB05461,C00349
DB05462,C03068
DB05462,C00047
DB05462,C00161
DB05462,C00282
DB05462,C00345
DB05462,C00346
DB05462,C00054
DB05462,C00285
DB05463,C00094
DB05463,C00066
DB05463,C00579
DB05463,C00632
DB05463,C02658
DB05463,C02659
DB05464,C00348
DB05464,C01590
DB05464,C00584
DB05465,C00566
DB05465,C00506
DB05465,C00092
DB05465,C01450
DB05467,C00447
DB05467,C00802
DB05467,C01230
DB05467,C00448
DB05467,C00938
DB05467,C00939
DB05467,C00519
DB05467,C00849
DB05467,C00422
DB05467,C00455
DB05467,C00423
DB05467,C00424
DB05467,C00457
DB05467,C00170
DB05467,C00461
DB05467,C00281
DB05467,C00467
DB05467,C00469
DB05467,C00595
DB05467,C00718
DB05470,C00950
DB05470,C00802
DB05472,C00067
DB05472,C00113
DB05475,C00001
DB05475,C00089
DB05475,C00010
DB05476,C00572
DB05476,C00587
DB05476,C00573
DB05476,C00001
DB05478,C00097
DB05478,C00516
DB05478,C00098
DB05478,C00566
DB05478,C01701
DB05478,C00582
DB05482,C00843
DB05482,C00019
DB05482,C00259
DB05482,C00455
DB05482,C00260
DB05482,C00261
DB05482,C00457
DB05482,C00103
DB05482,C00461
DB05482,C00007
DB05482,C02150
DB05482,C01082
DB05483,C01252
DB05483,C00100
DB05483,C02133
DB05483,C00560
DB05483,C01257
DB05484,C00001
DB05484,C00016
DB05484,C00017
DB05484,C00022
DB05484,C00026
DB05484,C00028
DB05484,C00029
DB05484,C00012
DB05484,C00033
DB05487,C03069
DB05487,C00566
DB05487,C00579
DB05487,C00632
DB05487,C00724
DB05487,C00584
DB05488,C01075
DB05488,C00190
DB05488,C00101
DB05488,C00771
DB05488,C00103
DB05488,C01077
DB05488,C00566
DB05488,C00086
DB05488,C00552
DB05488,C00092
DB05488,C01078
DB05488,C01080
DB05490,C00950
DB05490,C00566
DB05490,C03070
DB05490,C00983
DB05490,C00584
DB05491,C00001
DB05491,C00010
DB05493,C00001
DB05493,C01530
DB05493,C00214
DB05493,C00985
DB05494,C00917
DB05494,C00609
DB05494,C00415
DB05494,C00579
DB05494,C00580
DB05494,C01192
DB05494,C00700
DB05495,C00349
DB05495,C00615
DB05495,C00777
DB05496,C00001
DB05496,C00016
DB05496,C00017
DB05496,C00022
DB05496,C00026
DB05496,C00028
DB05496,C00029
DB05496,C00012
DB05496,C00033
DB05498,C00566
DB05498,C00584
DB05500,C00348
DB05500,C00950
DB05500,C00802
DB05500,C02073
DB05501,C00094
DB05501,C02183
DB05501,C00349
DB05501,C00021
DB05501,C02184
DB05501,C03071
DB05501,C00205
DB05501,C00206
DB05501,C00101
DB05501,C00102
DB05501,C00745
DB05501,C00746
DB05501,C00317
DB05501,C00318
DB05501,C00519
DB05501,C00739
DB05501,C00740
DB05501,C00747
DB05501,C00748
DB05501,C00168
DB05501,C00749
DB05501,C00775
DB05501,C00259
DB05501,C00455
DB05501,C00260
DB05501,C00261
DB05501,C00457
DB05501,C00750
DB05501,C00751
DB05501,C00459
DB05501,C00170
DB05501,C00103
DB05501,C00461
DB05501,C00566
DB05501,C00658
DB05501,C01001
DB05501,C01003
DB05501,C00086
DB05501,C00597
DB05501,C00192
DB05501,C00193
DB05501,C00092
DB05501,C01078
DB05501,C03072
DB05507,C01025
DB05507,C00001
DB05507,C01132
DB05507,C00802
DB05507,C01135
DB05507,C00089
DB05507,C00010
DB05511,C00566
DB05511,C00579
DB05511,C00580
DB05511,C00581
DB05511,C00582
DB05511,C00583
DB05514,C00704
DB05514,C00047
DB05514,C00702
DB05514,C00609
DB05514,C00640
DB05514,C01359
DB05514,C00415
DB05518,C00572
DB05518,C00001
DB05518,C03073
DB05518,C01344
DB05519,C01056
DB05519,C00566
DB05521,C00001
DB05521,C00413
DB05521,C00098
DB05521,C00518
DB05521,C01814
DB05521,C00259
DB05521,C00455
DB05521,C00260
DB05521,C01088
DB05521,C00457
DB05521,C00459
DB05521,C00103
DB05521,C00461
DB05521,C00521
DB05521,C00007
DB05521,C03074
DB05521,C03075
DB05521,C00467
DB05521,C02623
DB05521,C01015
DB05521,C00192
DB05521,C00193
DB05521,C00010
DB05521,C00011
DB05524,C00349
DB05524,C00019
DB05524,C00007
DB05524,C03076
DB05524,C00566
DB05524,C01448
DB05524,C01078
DB05528,C00762
DB05528,C03077
DB05528,C03069
DB05528,C03078
DB05528,C00100
DB05528,C01864
DB05528,C03079
DB05528,C00108
DB05528,C00297
DB05528,C00764
DB05528,C00441
DB05528,C00765
DB05528,C00766
DB05528,C00299
DB05528,C03080
DB05528,C01603
DB05528,C03081
DB05528,C02813
DB05528,C00579
DB05528,C00632
DB05528,C03082
DB05528,C02658
DB05528,C02659
DB05530,C00579
DB05530,C00632
DB05530,C02658
DB05530,C02659
DB05532,C00256
DB05532,C00097
DB05532,C00516
DB05532,C00098
DB05532,C00566
DB05532,C00527
DB05532,C00585
DB05532,C00586
DB05532,C00534
DB05536,C00001
DB05536,C00131
DB05536,C00132
DB05536,C00333
DB05536,C00133
DB05536,C00010
DB05540,C00572
DB05540,C00001
DB05540,C01367
DB05540,C00019
DB05540,C01252
DB05540,C00100
DB05540,C01257
DB05541,C00864
DB05541,C00272
DB05541,C00273
DB05541,C00848
DB05541,C00519
DB05541,C00797
DB05541,C00455
DB05541,C00457
DB05541,C00461
DB05541,C00075
DB05541,C03083
DB05541,C01127
DB05541,C00593
DB05541,C01348
DB05542,C01025
DB05542,C00950
DB05542,C00691
DB05542,C00802
DB05542,C01135
DB05542,C00273
DB05542,C00283
DB05542,C02947
DB05542,C00781
DB05542,C01069
DB05545,C00001
DB05545,C00016
DB05545,C00022
DB05545,C00026
DB05545,C00028
DB05545,C00029
DB05545,C00189
DB05545,C00012
DB05545,C03084
DB05545,C00033
DB05546,C01025
DB05546,C00950
DB05546,C00802
DB05546,C01135
DB05546,C00723
DB05546,C00566
DB05546,C00724
DB05549,C00566
DB05549,C03085
DB05550,C00001
DB05550,C00016
DB05550,C00022
DB05550,C00026
DB05550,C00028
DB05550,C00029
DB05550,C00012
DB05550,C00033
DB05552,C00802
DB05552,C00566
DB05552,C02757
DB05553,C00631
DB05553,C00566
DB05553,C00283
DB05553,C00579
DB05553,C00632
DB05553,C00633
DB05553,C00965
DB05553,C00966
DB05553,C01022
DB05553,C00582
DB05553,C00634
DB05555,C00001
DB05555,C00016
DB05555,C00017
DB05555,C00018
DB05555,C00022
DB05555,C00026
DB05555,C00028
DB05555,C00029
DB05555,C00012
DB05555,C00033
DB05559,C00579
DB05559,C00632
DB05559,C02658
DB05559,C02659
DB05560,C00001
DB05560,C03086
DB05562,C00220
DB05562,C00950
DB05562,C00691
DB05562,C00273
DB05562,C00283
DB05562,C01068
DB05562,C00781
DB05562,C01069
DB05562,C00983
DB05562,C00584
DB05572,C03069
DB05572,C00579
DB05572,C00632
DB05572,C02658
DB05572,C02659
DB05575,C00007
DB05575,C00566
DB05575,C01635
DB05575,C01448
DB05575,C00560
DB05575,C01450
DB05578,C00001
DB05578,C00542
DB05578,C00488
DB05578,C00016
DB05578,C00017
DB05578,C00018
DB05578,C00019
DB05578,C00021
DB05578,C00022
DB05578,C00023
DB05578,C00026
DB05578,C00545
DB05578,C00491
DB05578,C00028
DB05578,C00029
DB05578,C00030
DB05578,C00031
DB05578,C00032
DB05578,C00012
DB05578,C00033
DB05578,C03087
DB05578,C00550
DB05578,C00551
DB05578,C03088
DB05584,C00001
DB05584,C00270
DB05584,C00046
DB05584,C00047
DB05584,C00118
DB05584,C00039
DB05584,C00040
DB05584,C03044
DB05584,C00043
DB05584,C00277
DB05584,C00278
DB05584,C03045
DB05584,C00121
DB05584,C00012
DB05584,C00054
DB05584,C02944
DB05585,C00566
DB05586,C01789
DB05586,C00566
DB05586,C01310
DB05590,C00347
DB05590,C00348
DB05590,C00950
DB05594,C00001
DB05594,C00017
DB05594,C00018
DB05594,C00338
DB05594,C00022
DB05594,C00028
DB05594,C00012
DB05594,C00033
DB05595,C00001
DB05595,C00016
DB05595,C00017
DB05595,C00018
DB05595,C00019
DB05595,C00022
DB05595,C00026
DB05595,C00028
DB05595,C00029
DB05595,C00012
DB05595,C00033
DB05599,C00001
DB05599,C00047
DB05599,C03089
DB05599,C00240
DB05599,C00050
DB05599,C00010
DB05599,C00012
DB05607,C00691
DB05607,C00273
DB05607,C00913
DB05607,C00781
DB05607,C00915
DB05607,C00584
DB05608,C00566
DB05608,C01448
DB05611,C00894
DB05611,C01140
DB05616,C00566
DB05616,C00570
DB05616,C00571
DB05624,C00001
DB05624,C00314
DB05624,C00132
DB05624,C00010
DB05625,C00001
DB05626,C00950
DB05626,C03003
DB05626,C01123
DB05626,C03004
DB05626,C00757
DB05630,C00348
DB05630,C01504
DB05630,C00097
DB05630,C03090
DB05630,C00996
DB05630,C00997
DB05630,C01838
DB05630,C00998
DB05630,C00139
DB05630,C03091
DB05630,C00615
DB05630,C02411
DB05630,C00618
DB05631,C02319
DB05633,C00001
DB05633,C00010
DB05637,C03092
DB05643,C00001
DB05643,C00047
DB05643,C00050
DB05643,C00010
DB05643,C00012
DB05644,C00139
DB05644,C00342
DB05644,C00579
DB05645,C00001
DB05645,C00010
DB05653,C00653
DB05653,C00047
DB05653,C00654
DB05653,C00655
DB05653,C00656
DB05653,C00657
DB05653,C00658
DB05653,C00659
DB05653,C00660
DB05653,C00661
DB05656,C00001
DB05656,C00016
DB05656,C00017
DB05656,C00018
DB05656,C00019
DB05656,C00022
DB05656,C00026
DB05656,C00028
DB05656,C00029
DB05656,C00012
DB05656,C00033
DB05659,C00950
DB05659,C00566
DB05659,C01123
DB05659,C00584
DB05660,C00001
DB05660,C01314
DB05667,C00071
DB05667,C02360
DB05667,C02361
DB05667,C00925
DB05667,C00929
DB05667,C00812
DB05667,C00813
DB05667,C03093
DB05667,C00205
DB05667,C00206
DB05667,C00745
DB05667,C00746
DB05667,C00739
DB05667,C00740
DB05667,C00422
DB05667,C00259
DB05667,C00455
DB05667,C00423
DB05667,C00424
DB05667,C00260
DB05667,C01088
DB05667,C00457
DB05667,C01008
DB05667,C01009
DB05667,C00750
DB05667,C00751
DB05667,C00170
DB05667,C00103
DB05667,C00461
DB05667,C01001
DB05667,C01003
DB05667,C00597
DB05667,C00192
DB05667,C00092
DB05667,C00136
DB05668,C01144
DB05668,C00572
DB05668,C00604
DB05668,C00605
DB05668,C00001
DB05668,C00019
DB05668,C01145
DB05668,C01371
DB05668,C01372
DB05668,C01374
DB05668,C00345
DB05668,C01344
DB05668,C01140
DB05668,C01853
DB05668,C01854
DB05668,C00346
DB05675,C00001
DB05675,C01107
DB05675,C01934
DB05675,C01935
DB05675,C01936
DB05675,C01937
DB05676,C00055
DB05676,C00056
DB05676,C00021
DB05676,C00772
DB05676,C00847
DB05676,C00455
DB05676,C00457
DB05676,C00461
DB05676,C00061
DB05676,C00075
DB05676,C00007
DB05676,C00566
DB05676,C00067
DB05676,C00030
DB05676,C01422
DB05676,C00193
DB05676,C02637
DB05676,C00964
DB05676,C01426
DB05676,C00402
DB05678,C01025
DB05678,C00950
DB05678,C00802
DB05678,C01135
DB05678,C00566
DB05679,C00001
DB05679,C00016
DB05679,C00017
DB05679,C00018
DB05679,C00021
DB05679,C03094
DB05679,C00022
DB05679,C00060
DB05679,C00026
DB05679,C00028
DB05679,C00363
DB05679,C00029
DB05679,C00067
DB05679,C00188
DB05679,C03095
DB05679,C03096
DB05679,C00303
DB05679,C00012
DB05679,C00033
DB05683,C00802
DB05683,C01371
DB05683,C02458
DB05683,C02967
DB05683,C00415
DB05686,C00802
DB05686,C00894
DB05687,C00348
DB05687,C00572
DB05687,C00001
DB05687,C00818
DB05687,C01006
DB05687,C00819
DB05687,C00273
DB05687,C00566
DB05687,C00463
DB05687,C01592
DB05687,C00584
DB05697,C00019
DB05697,C00579
DB05697,C00632
DB05697,C02658
DB05697,C02659
DB05697,C00584
DB05708,C00802
DB05708,C00274
DB05708,C00844
DB05708,C00772
DB05708,C00520
DB05708,C00461
DB05708,C00283
DB05708,C00858
DB05710,C00903
DB05710,C00273
DB05710,C00566
DB05710,C00279
DB05710,C00280
DB05710,C01147
DB05712,C00348
DB05712,C00609
DB05712,C00610
DB05712,C00415
DB05713,C00572
DB05713,C00001
DB05714,C00485
DB05714,C00486
DB05714,C00001
DB05714,C00880
DB05714,C00089
DB05714,C00010
DB05718,C00095
DB05718,C00001
DB05718,C00047
DB05718,C00139
DB05718,C00140
DB05718,C00100
DB05718,C00104
DB05718,C00106
DB05718,C00142
DB05718,C00107
DB05718,C00143
DB05718,C00145
DB05718,C00050
DB05718,C00112
DB05718,C00010
DB05718,C00115
DB05718,C00012
DB05718,C00053
DB05719,C00950
DB05719,C00584
DB05721,C00866
DB05721,C00566
DB05722,C00349
DB05722,C00621
DB05722,C00622
DB05722,C00353
DB05724,C00047
DB05724,C00161
DB05724,C03012
DB05724,C03097
DB05724,C00054
DB05724,C00285
DB05726,C01139
DB05726,C00579
DB05726,C00632
DB05726,C02658
DB05726,C01140
DB05726,C02659
DB05735,C00950
DB05735,C00001
DB05735,C01121
DB05735,C00139
DB05735,C00142
DB05735,C01370
DB05735,C00566
DB05735,C01123
DB05735,C00010
DB05735,C00584
DB05735,C01125
DB05737,C00348
DB05737,C00007
DB05737,C00609
DB05737,C00610
DB05737,C00566
DB05737,C00415
DB05737,C03098
DB05739,C00001
DB05739,C00010
DB05750,C00950
DB05750,C00983
DB05750,C00584
DB05766,C01006
DB05766,C00272
DB05766,C00273
DB05766,C01566
DB05766,C00566
DB05766,C00695
DB05766,C00783
DB05767,C03099
DB05767,C00590
DB05767,C00801
DB05767,C03100
DB05767,C02542
DB05767,C00097
DB05767,C00056
DB05767,C00996
DB05767,C00330
DB05767,C00998
DB05767,C00057
DB05767,C00058
DB05767,C02354
DB05767,C03101
DB05767,C00161
DB05767,C02544
DB05767,C02545
DB05767,C00009
DB05767,C02988
DB05767,C00430
DB05767,C01701
DB05767,C01773
DB05767,C00809
DB05767,C02294
DB05767,C02547
DB05767,C00661
DB05767,C02548
DB05767,C02549
DB05768,C00039
DB05768,C00040
DB05768,C00041
DB05768,C00043
DB05768,C03102
DB05771,C00058
DB05771,C00161
DB05771,C01701
DB05771,C01773
DB05772,C00566
DB05773,C00001
DB05773,C00016
DB05773,C00017
DB05773,C00018
DB05773,C00338
DB05773,C01415
DB05773,C00019
DB05773,C00020
DB05773,C00021
DB05773,C00022
DB05773,C00023
DB05773,C00455
DB05773,C00457
DB05773,C00458
DB05773,C00459
DB05773,C00460
DB05773,C00461
DB05773,C00026
DB05773,C00108
DB05773,C00388
DB05773,C00389
DB05773,C03103
DB05773,C00343
DB05773,C00028
DB05773,C00066
DB05773,C00029
DB05773,C00067
DB05773,C00030
DB05773,C00344
DB05773,C01966
DB05773,C00957
DB05773,C03104
DB05773,C02485
DB05773,C01417
DB05773,C00031
DB05773,C00113
DB05773,C00032
DB05773,C00345
DB05773,C00193
DB05773,C00470
