drug_id,salt_id
DB14056,SAL2540
DB14061,SAL2541
DB14065,SAL2542
DB14067,SAL2543
DB14068,SAL2544
DB14086,SAL2545
DB14087,SAL2546
DB14089,SAL2547
DB14096,SAL2548
DB14104,SAL2549
DB14104,SAL2550
DB14126,SAL2551
DB14141,SAL2552
DB14143,SAL2553
DB14144,SAL2554
DB14150,SAL2555
DB14150,SAL2556
DB14159,SAL2557
DB14176,SAL2558
DB14177,SAL2559
DB14177,SAL2560
DB14180,SAL2561
DB14182,SAL2562
DB14191,SAL2563
DB14206,SAL2564
DB14210,SAL2565
DB14212,SAL2566
DB14217,SAL2567
DB14228,SAL2568
DB14483,SAL2569
DB14487,SAL2570
DB14488,SAL2571
DB14495,SAL2572
DB14496,SAL2573
DB14502,SAL2574
DB14502,SAL2575
DB14502,SAL2576
DB14502,SAL2577
DB14505,SAL2578
DB14506,SAL2579
DB14507,SAL2580
DB14512,SAL2581
DB14542,SAL2582
DB14545,SAL2583
DB14545,SAL2584
DB14572,SAL2585
DB14582,SAL2586
DB14598,SAL2587
DB14600,SAL2588
DB14631,SAL2589
DB14633,SAL2590
DB14644,SAL2591
DB14650,SAL2592
DB14676,SAL2593
DB14683,SAL2594
DB14702,SAL2595
DB14703,SAL2596
DB14708,SAL2597
DB14708,SAL2598
DB14713,SAL2599
DB14714,SAL2600
DB14720,SAL2601
DB14722,SAL2602
DB14723,SAL2603
DB14725,SAL2604
DB14733,SAL2605
DB14739,SAL2606
DB00781,SAL2607
DB14750,SAL2608
DB14753,SAL2609
DB14754,SAL2610
DB14763,SAL2611
DB14765,SAL2612
DB14766,SAL2613
DB14829,SAL2614
DB14844,SAL2615
DB14845,SAL2616
DB14857,SAL2617
DB14860,SAL2618
DB14879,SAL2619
DB14889,SAL2620
DB14901,SAL2621
DB14904,SAL2622
DB14909,SAL2623
DB14924,SAL2624
DB14933,SAL2625
DB14939,SAL2626
DB14948,SAL2627
DB14966,SAL2628
DB14989,SAL2629
DB14990,SAL2630
DB15002,SAL2631
DB15018,SAL2632
DB15031,SAL2633
DB15066,SAL2634
DB15067,SAL2635
DB15079,SAL2636
DB15091,SAL2637
DB15091,SAL2638
DB15097,SAL2639
DB15110,SAL2640
DB15130,SAL2641
DB15133,SAL2642
DB15147,SAL2643
DB15165,SAL2644
DB15168,SAL2645
DB15177,SAL2646
DB15189,SAL2647
DB15191,SAL2648
DB15198,SAL2649
DB15219,SAL2650
DB15226,SAL2651
DB15227,SAL2652
DB15248,SAL2653
DB15254,SAL2654
DB15279,SAL2655
DB15327,SAL2656
DB15343,SAL2657
DB15357,SAL2658
DB15413,SAL2659
DB15442,SAL2660
DB15446,SAL2661
DB15447,SAL2662
DB15465,SAL2663
DB15466,SAL2664
DB15492,SAL2665
DB15536,SAL2666
DB15575,SAL2667
DB15596,SAL2668
DB15597,SAL2669
DB15597,SAL2670
DB15636,SAL2671
DB15642,SAL2672
DB15646,SAL2673
DB15646,SAL2674
DB15652,SAL2675
DB15673,SAL2676
DB15688,SAL2677
DB15720,SAL2678
DB15760,SAL2679
DB15783,SAL2680
DB15785,SAL2681
DB15785,SAL2682
DB15790,SAL2683
DB15791,SAL2684
DB15795,SAL2685
DB15796,SAL2686
DB15831,SAL2687
DB15832,SAL2688
DB15833,SAL2689
DB15880,SAL2690
DB15881,SAL2691
DB15882,SAL2692
DB15887,SAL2693
DB15888,SAL2694
DB15888,SAL2695
DB15902,SAL2696
DB15907,SAL2697
DB15911,SAL2698
DB15919,SAL2699
DB15932,SAL2700
DB15935,SAL2701
DB15942,SAL2702
DB15944,SAL2703
DB15944,SAL2704
DB15945,SAL2705
DB15946,SAL2706
DB15947,SAL2707
DB15954,SAL2708
DB15954,SAL2709
DB15960,SAL2710
DB15968,SAL2711
DB15969,SAL2712
DB15971,SAL2713
DB15978,SAL2714
DB15979,SAL2715
DB15980,SAL2716
DB15982,SAL2717
DB15990,SAL2718
DB15991,SAL2719
DB16004,SAL2720
DB16008,SAL2721
DB16009,SAL2722
DB16010,SAL2723
DB16011,SAL2724
DB16012,SAL2725
DB16020,SAL2726
DB16022,SAL2727
DB16027,SAL2728
DB16066,SAL2729
DB16070,SAL2730
DB16160,SAL2731
DB16183,SAL2732
DB16199,SAL2733
DB16200,SAL2734
DB16216,SAL2735
DB16217,SAL2736
DB16226,SAL2737
DB16230,SAL2738
DB16236,SAL2739
DB16254,SAL2740
DB16261,SAL2741
DB16277,SAL2742
DB16277,SAL2743
DB16330,SAL2744
DB16333,SAL2745
DB16341,SAL2746
DB16354,SAL2747
DB16390,SAL2748
DB16467,SAL2749
DB16567,SAL2750
DB16587,SAL2751
DB16619,SAL2752
DB16623,SAL2753
DB16627,SAL2754
DB16628,SAL2755
DB16629,SAL2756
DB16637,SAL2757
DB16650,SAL2758
DB16652,SAL2759
DB16652,SAL2760
DB16656,SAL2761
DB16657,SAL2762
DB16687,SAL2763
DB16699,SAL2764
DB16703,SAL2765
DB16703,SAL2766
DB16704,SAL2767
DB16756,SAL2768
DB16828,SAL2769
DB16828,SAL2770
DB16837,SAL2771
DB16837,SAL2772
DB16848,SAL2773
DB16849,SAL2774
DB16849,SAL2775
DB16850,SAL2776
DB16868,SAL2777
DB16889,SAL2778
DB16891,SAL2779
DB16892,SAL2780
DB16895,SAL2781
DB16897,SAL2782
DB16906,SAL2783
DB16932,SAL2784
DB16939,SAL2785
DB16943,SAL2786
DB16944,SAL2787
DB16945,SAL2788
DB16950,SAL2789
DB16954,SAL2790
DB16958,SAL2791
DB16965,SAL2792
DB16967,SAL2793
DB16995,SAL2794
DB17024,SAL2795
DB17025,SAL2796
DB17027,SAL2797
DB17028,SAL2798
DB17028,SAL2799
DB17031,SAL2800
DB17032,SAL2801
DB17033,SAL2802
DB17037,SAL2803
DB17043,SAL2804
DB17044,SAL2805
DB17050,SAL2806
DB17051,SAL2807
DB17052,SAL2808
DB17054,SAL2809
DB17056,SAL2810
DB17060,SAL2811
DB17062,SAL2812
DB17064,SAL2813
DB17083,SAL2814
DB17097,SAL2815
DB17097,SAL2816
DB17111,SAL2817
DB17114,SAL2818
DB17117,SAL2819
DB17118,SAL2820
DB17121,SAL2821
DB17129,SAL2822
DB17140,SAL2823
DB17148,SAL2824
DB17149,SAL2825
DB17150,SAL2826
DB17159,SAL2827
DB17161,SAL2828
DB17170,SAL2829
DB17180,SAL2830
DB17197,SAL2831
DB17234,SAL2832
DB17236,SAL2833
DB17247,SAL2834
DB17277,SAL2835
DB17289,SAL2836
DB17294,SAL2837
DB17295,SAL2838
DB17298,SAL2839
DB17307,SAL2840
DB17342,SAL2841
DB17382,SAL2842
DB17383,SAL2843
DB17385,SAL2844
DB17395,SAL2845
DB17408,SAL2846
DB17410,SAL2847
DB17456,SAL2848
DB17516,SAL2849
DB17582,SAL2850
DB17613,SAL2851
DB17615,SAL2852
DB17624,SAL2853
DB17631,SAL2854
DB17635,SAL2855
DB17662,SAL2856
DB17692,SAL2857
DB17693,SAL2858
DB17706,SAL2859
DB17804,SAL2860
DB17919,SAL2861
DB17933,SAL2862
DB17938,SAL2863
DB17965,SAL2864
DB17988,SAL2865
DB17999,SAL2866
DB18003,SAL2867
DB18013,SAL2868
DB18017,SAL2869
DB18019,SAL2870
DB18022,SAL2871
DB18024,SAL2872
DB18036,SAL2873
DB18038,SAL2874
DB18051,SAL2875
DB18057,SAL2876
DB18064,SAL2877
DB18066,SAL2878
DB18079,SAL2879
DB18081,SAL2880
DB18082,SAL2881
DB18083,SAL2882
DB18088,SAL2883
DB18089,SAL2884
DB18090,SAL2885
DB18096,SAL2886
DB18106,SAL2887
DB18107,SAL2888
DB18109,SAL2889
DB18110,SAL2890
DB18115,SAL2891
DB18120,SAL2892
DB18126,SAL2893
DB18151,SAL2894
DB18152,SAL2895
DB18153,SAL2896
DB18155,SAL2897
DB18171,SAL2898
DB18203,SAL2899
DB18214,SAL2900
DB18216,SAL2901
DB18236,SAL2902
DB18252,SAL2903
DB18268,SAL2904
DB18297,SAL2905
DB18299,SAL2906
DB18300,SAL2907
DB18310,SAL2908
DB18314,SAL2909
DB18373,SAL2910
DB18390,SAL2911
DB18408,SAL2912
DB18409,SAL2913
DB18464,SAL2914
DB18481,SAL2915
DB18509,SAL2916
DB18510,SAL2917
DB18510,SAL2918
DB18511,SAL2919
DB18515,SAL2920
DB18515,SAL2921
DB18536,SAL2922
DB18588,SAL2923
DB18711,SAL2924
DB18712,SAL2925
DB18728,SAL2926
DB18745,SAL2927
DB18746,SAL2928
DB18751,SAL2929
DB18752,SAL2930
DB18768,SAL2931
DB18794,SAL2932
DB18847,SAL2933
DB18997,SAL2934
DB19023,SAL2935
DB19043,SAL2936
DB19054,SAL2937
DB19109,SAL2938
DB19126,SAL2939
DB19138,SAL2940
DB19172,SAL2941
DB19177,SAL2942
DB19306,SAL2943
DB19325,SAL2944
DB19353,SAL2945
DB19358,SAL2946
DB19358,SAL2947
DB19367,SAL2948
DB19370,SAL2949
DB19380,SAL2950
DB19381,SAL2951
DB19383,SAL2952
DB19383,SAL2953
DB19449,SAL2954
DB20881,SAL2955
DB21456,SAL2956
DB21754,SAL2957
DB21755,SAL2958
DB22691,SAL2959
DB31662,SAL2960
